500.0 1.0 1.0 1.0 1.49 0.547 0.348 0.011 0.011 0.008
500.1 1.0 1.0 1.0 1.49 0.547 0.349 0.011 0.012 0.007
500.2 1.0 1.0 1.0 1.49 0.547 0.349 0.011 0.013 0.006
500.3 1.0 1.0 1.0 1.491 0.547 0.349 0.011 0.013 0.006
500.4 1.0 1.0 1.0 1.491 0.547 0.349 0.011 0.014 0.005
500.5 1.0 1.0 1.0 1.491 0.547 0.349 0.011 0.014 0.005
500.6 1.0 1.0 1.0 1.491 0.547 0.349 0.011 0.014 0.004
500.7 1.0 1.0 1.0 1.491 0.547 0.349 0.011 0.015 0.004
500.8 1.0 1.0 1.0 1.491 0.547 0.349 0.011 0.015 0.004
500.9 1.0 1.0 1.0 1.491 0.547 0.349 0.011 0.015 0.004
501.0 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.015 0.004
501.1 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
501.2 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
501.3 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
501.4 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
501.5 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
501.6 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
501.7 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
501.8 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
501.9 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.0 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.1 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.2 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.3 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.4 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.5 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.6 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.7 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.8 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
502.9 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.0 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.1 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.2 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.3 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.4 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.5 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.6 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.7 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.8 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
503.9 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
504.0 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
504.1 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
504.2 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
504.3 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
504.4 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
504.5 1.0 1.0 1.0 1.491 0.547 0.348 0.011 0.016 0.003
504.6 1.0 1.0 1.0 1.491 0.547 0.347 0.011 0.016 0.003
504.7 1.0 1.0 1.0 1.491 0.547 0.347 0.011 0.016 0.003
504.8 1.0 1.0 1.0 1.491 0.547 0.347 0.011 0.016 0.003
504.9 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.0 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.1 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.2 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.3 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.4 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.5 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.6 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.7 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.8 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
505.9 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.0 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.1 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.2 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.3 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.4 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.5 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.6 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.7 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.8 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
506.9 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
507.0 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
507.1 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
507.2 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
507.3 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
507.4 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
507.5 1.0 1.0 1.0 1.49 0.547 0.347 0.011 0.016 0.003
