1900.0 1.0 1.0 1.0 1.546 0.559 0.36 0.613 1.452 0.212 1.88 0.02 1.253 0.013 0.01 0.007
1900.1 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.451 0.213 1.88 0.02 1.253 0.014 0.01 0.006
1900.2 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.452 0.213 1.88 0.02 1.253 0.015 0.01 0.006
1900.3 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.452 0.214 1.88 0.02 1.253 0.015 0.01 0.006
1900.4 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.452 0.214 1.88 0.02 1.253 0.015 0.01 0.005
1900.5 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.452 0.215 1.88 0.02 1.253 0.015 0.01 0.005
1900.6 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.452 0.215 1.88 0.02 1.253 0.015 0.01 0.005
1900.7 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.452 0.215 1.88 0.02 1.253 0.015 0.01 0.005
1900.8 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.453 0.216 1.88 0.02 1.253 0.015 0.01 0.005
1900.9 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.453 0.216 1.88 0.02 1.253 0.015 0.01 0.005
1901.0 1.0 1.0 1.0 1.546 0.559 0.36 0.614 1.453 0.217 1.88 0.02 1.253 0.015 0.01 0.005
1901.1 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.453 0.217 1.88 0.02 1.253 0.015 0.01 0.005
1901.2 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.453 0.218 1.88 0.02 1.253 0.015 0.01 0.005
1901.3 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.453 0.218 1.88 0.02 1.253 0.015 0.01 0.005
1901.4 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.453 0.218 1.88 0.02 1.253 0.015 0.01 0.005
1901.5 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.219 1.88 0.02 1.253 0.015 0.01 0.005
1901.6 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.219 1.88 0.02 1.253 0.015 0.01 0.005
1901.7 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.22 1.88 0.02 1.253 0.015 0.01 0.005
1901.8 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.22 1.88 0.02 1.253 0.015 0.01 0.005
1901.9 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.22 1.88 0.02 1.253 0.015 0.01 0.005
1902.0 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.221 1.88 0.02 1.253 0.015 0.01 0.005
1902.1 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.221 1.88 0.02 1.253 0.015 0.01 0.005
1902.2 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.222 1.88 0.02 1.253 0.015 0.01 0.005
1902.3 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.222 1.88 0.02 1.253 0.015 0.01 0.005
1902.4 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.222 1.88 0.02 1.253 0.015 0.01 0.005
1902.5 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.223 1.88 0.02 1.253 0.015 0.01 0.005
1902.6 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.223 1.88 0.02 1.253 0.015 0.01 0.005
1902.7 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.224 1.88 0.02 1.253 0.015 0.01 0.005
1902.8 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.224 1.88 0.02 1.253 0.015 0.01 0.005
1902.9 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.454 0.224 1.88 0.02 1.253 0.015 0.01 0.005
1903.0 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.455 0.225 1.88 0.02 1.253 0.015 0.01 0.005
1903.1 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.455 0.225 1.88 0.02 1.253 0.015 0.01 0.005
1903.2 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.455 0.226 1.88 0.02 1.253 0.015 0.01 0.005
1903.3 1.0 1.0 1.0 1.546 0.559 0.36 0.615 1.455 0.226 1.88 0.02 1.253 0.015 0.01 0.005
