1400.0 1.0 1.0 1.0 1.532 0.556 0.359 0.614 1.451 0.01 0.012 0.008 0.011
1400.1 1.0 1.0 1.0 1.532 0.556 0.36 0.614 1.451 0.01 0.013 0.007 0.011
1400.2 1.0 1.0 1.0 1.533 0.556 0.36 0.614 1.451 0.01 0.014 0.006 0.011
1400.3 1.0 1.0 1.0 1.533 0.556 0.36 0.614 1.451 0.01 0.014 0.005 0.012
1400.4 1.0 1.0 1.0 1.533 0.556 0.361 0.614 1.451 0.01 0.014 0.005 0.012
1400.5 1.0 1.0 1.0 1.533 0.556 0.361 0.614 1.451 0.01 0.014 0.005 0.013
1400.6 1.0 1.0 1.0 1.534 0.557 0.361 0.614 1.452 0.01 0.013 0.004 0.013
1400.7 1.0 1.0 1.0 1.534 0.557 0.361 0.614 1.452 0.01 0.013 0.004 0.013
1400.8 1.0 1.0 1.0 1.534 0.557 0.361 0.614 1.452 0.01 0.013 0.004 0.014
1400.9 1.0 1.0 1.0 1.535 0.557 0.361 0.614 1.452 0.01 0.013 0.004 0.014
1401.0 1.0 1.0 1.0 1.535 0.557 0.361 0.614 1.452 0.01 0.013 0.004 0.014
1401.1 1.0 1.0 1.0 1.535 0.557 0.361 0.614 1.452 0.01 0.013 0.004 0.014
1401.2 1.0 1.0 1.0 1.535 0.557 0.36 0.614 1.452 0.01 0.013 0.004 0.014
1401.3 1.0 1.0 1.0 1.536 0.557 0.36 0.614 1.452 0.01 0.013 0.004 0.014
1401.4 1.0 1.0 1.0 1.536 0.557 0.36 0.614 1.452 0.01 0.013 0.004 0.014
1401.5 1.0 1.0 1.0 1.536 0.557 0.36 0.614 1.452 0.01 0.013 0.004 0.015
1401.6 1.0 1.0 1.0 1.536 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1401.7 1.0 1.0 1.0 1.536 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1401.8 1.0 1.0 1.0 1.537 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1401.9 1.0 1.0 1.0 1.537 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.0 1.0 1.0 1.0 1.537 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.1 1.0 1.0 1.0 1.537 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.2 1.0 1.0 1.0 1.537 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.3 1.0 1.0 1.0 1.537 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.4 1.0 1.0 1.0 1.538 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.5 1.0 1.0 1.0 1.538 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.6 1.0 1.0 1.0 1.538 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.7 1.0 1.0 1.0 1.538 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.8 1.0 1.0 1.0 1.538 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1402.9 1.0 1.0 1.0 1.538 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.0 1.0 1.0 1.0 1.538 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.1 1.0 1.0 1.0 1.539 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.2 1.0 1.0 1.0 1.539 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.3 1.0 1.0 1.0 1.539 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.4 1.0 1.0 1.0 1.539 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.5 1.0 1.0 1.0 1.539 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.6 1.0 1.0 1.0 1.539 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.7 1.0 1.0 1.0 1.539 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.8 1.0 1.0 1.0 1.539 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1403.9 1.0 1.0 1.0 1.54 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1404.0 1.0 1.0 1.0 1.54 0.557 0.36 0.614 1.452 0.01 0.012 0.004 0.015
1404.1 1.0 1.0 1.0 1.54 0.558 0.36 0.614 1.452 0.01 0.012 0.004 0.015
